sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0043167	0.114
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.615
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.253
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0098772	0.322
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030234	0.121
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0140096	0.115
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.719
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005102	0.122
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008233	0.156
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004175	0.145
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.495
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016788	0.154
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016491	0.126
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0043169	0.120
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0090729	0.169
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030545	0.118
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0048018	0.104
sp|P0DRH1|CRY26_TITOB Cryptide Pep-26 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0052689	0.111
sp|P0DRH2|CRY27_TITOB Cryptide Pep-27 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.389
sp|P0DRH2|CRY27_TITOB Cryptide Pep-27 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.120
sp|P0DRH2|CRY27_TITOB Cryptide Pep-27 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.671
sp|P0DRH2|CRY27_TITOB Cryptide Pep-27 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.356
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.462
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.223
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004857	0.129
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0098772	0.212
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030234	0.112
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0140096	0.177
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.721
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008233	0.243
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004175	0.157
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.602
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016788	0.141
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016491	0.114
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008236	0.124
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0017171	0.124
sp|P0DRG9|CRY24_TITOB Cryptide Pep-24 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0090729	0.116
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.472
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.209
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004857	0.123
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0098772	0.154
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030234	0.103
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0140096	0.160
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.793
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008233	0.228
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004175	0.142
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.675
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016788	0.114
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004866	0.104
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008236	0.132
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0017171	0.144
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004867	0.105
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004252	0.114
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030414	0.104
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0002020	0.106
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016798	0.103
sp|P0DRH0|CRY25_TITOB Cryptide Pep-25 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0090729	0.107
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0043167	0.198
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0005488	0.612
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0005515	0.239
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0004857	0.170
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0098772	0.384
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0030234	0.185
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0140096	0.200
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0003824	0.823
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0005102	0.118
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0008233	0.324
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0004175	0.230
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0016787	0.813
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0016788	0.380
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0016491	0.137
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0004866	0.111
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0008236	0.172
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0017171	0.160
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0061135	0.105
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0004252	0.140
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0061134	0.117
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0030414	0.115
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0046872	0.161
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0043169	0.201
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0090729	0.253
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0030545	0.127
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0030246	0.135
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0048018	0.119
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0030546	0.114
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0052689	0.184
sp|P0DRE5|CRY18_TITSE Cryptide TyPep-18 OS=Tityus serrulatus OX=6887 PE=1 SV=1	GO:0048029	0.101
sp|P0DRF6|CRY11_TITOB Cryptide Pep-11 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.347
sp|P0DRF6|CRY11_TITOB Cryptide Pep-11 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.122
sp|P0DRF6|CRY11_TITOB Cryptide Pep-11 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.553
sp|P0DRF6|CRY11_TITOB Cryptide Pep-11 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.238
sp|P0DRF6|CRY11_TITOB Cryptide Pep-11 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016491	0.120
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0043167	0.198
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005488	0.612
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005515	0.239
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004857	0.170
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0098772	0.384
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0030234	0.185
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0140096	0.200
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0003824	0.823
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0005102	0.118
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008233	0.324
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004175	0.230
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016787	0.813
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016788	0.380
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0016491	0.137
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004866	0.111
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0008236	0.172
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0017171	0.160
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0061135	0.105
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0004252	0.140
sp|P0DRF8|CRY13_TITOB Cryptide Pep-13 OS=Tityus obscurus OX=1221240 PE=1 SV=1	GO:0061134	0.117
